path	bytes	mtime_utc	sha256	class
week02/v01/DE5a_wr_slave_portb.qsf	35958	2026-08-14T13:19:29Z	4902c876412fc0d78a84b582c265c86dbdc09b76190233c85c9230e7b993a1ef	project-source-or-doc
week02/v01/DE5a_wr_slave_portb.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_slave_portb.vhd	17048	2026-08-14T13:17:47Z	191d78d7c7b7f606bffa5ac343de81d52aa687f3435586ab0dbd3219a2ffb2d2	project-source-or-doc
week02/v01/DE5a_wr_slave.qpf	60	2026-08-14T09:57:30Z	42b8608cc86b068c044a3e501fde662e8a8cf0cd2840a9ed0dcb5b97e917a4aa	project-source-or-doc
week02/v01/DE5a_wr_slave.qsf	33689	2026-08-14T12:09:07Z	6e731b45d174931d6aaa29f4e51cb1585e568be4dc88a47eec05ca31372ce9cf	project-source-or-doc
week02/v01/DE5a_wr_slave.sdc	263	2026-08-14T10:30:22Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/DE5a_wr_slave.vhd	16445	2026-08-14T13:04:34Z	ee79103b127fda29f92f70591ff5a31bed6ec49d2eea7b23d5bef56321eb5bf7	project-source-or-doc
week02/v01/DE5a_wr.qpf	54	2026-08-14T00:52:04Z	a6bf50f57200c593ff76fe70987e7795eef421b7013bd3ea9e475ea397dfea40	project-source-or-doc
week02/v01/DE5a_wr.qsf	3869	2026-08-14T00:52:24Z	d1b418bdf25e1c87a0014e2c666e32ebe2370e8c44a3860cc9411608b05333a6	project-source-or-doc
week02/v01/DE5a_wr.sdc	182	2026-08-14T00:52:04Z	ebe5692704f6c029f921bda29a8895edfbcecbe46c16e0e6347f433e02442280	project-source-or-doc
week02/v01/DE5a_wr.v	4496	2026-08-14T00:52:04Z	dba526ffb895c5b6dbe25d3f733d3bf8dbd0db4037f16801cb6b3a745a70a9f8	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_master_jtagwb.qpf	1321	2026-08-14T22:18:22Z	00c6c8bf581e7b0ee7d4fbbb9bf9f6ba7f875de71602a540de0f8d4d1309400b	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_master_jtagwb.qsf	34761	2026-08-14T22:18:22Z	97e55930ed28721843af3c89151a5b5c1dd57ce55a8432d417f097dffe044d8f	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_master_jtagwb.sdc	263	2026-08-14T22:15:56Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_master_jtagwb.vhd	20491	2026-08-14T22:17:24Z	3957d50724f2102feab816a11f4384c0b4549e782d36609c1aa9f49f8490c6e3	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_slave_jtagwb.qpf	1320	2026-08-14T22:18:22Z	a54206fd171eebd7fa5d244c4f9d421feeefb1787f4266bfdf28ebe9607b1119	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_slave_jtagwb.qsf	34757	2026-08-14T22:18:22Z	8b7fdf6bc53517b5e0ec8fd0bdeaa86a48e99bb590d9b49a771351bb0c42d497	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_slave_jtagwb.sdc	263	2026-08-14T22:15:58Z	b6a17ee37da9242677c038f3e18ec4251c38727515002a1bf2a83f39ee88d9b8	project-source-or-doc
week02/v01/jtag_wb_diag/DE5a_wr_slave_jtagwb.vhd	20485	2026-08-14T22:17:24Z	94d2aa6a4176913c886838c2ca9f48b7880dc7512f389b6156fa5acb804d9237	project-source-or-doc
week02/v01/jtag_wb_diag/read_wr_runtime_snapshot.tcl	2440	2026-08-14T22:55:06Z	55d9a402270a3498932128c9098383059ed6cd5c767f46754fd92d70e76744f7	project-source-or-doc
week02/v01/jtag_wb_diag/read_wr_wb_diag.tcl	3133	2026-08-14T22:45:43Z	f783a43d81068ea2c7d8da39e1da791b89b3b8c9489ea7b9b4d366a2acff893b	project-source-or-doc
week02/v01/jtag_wb_diag/wr_jtag_wb_mailbox.vhd	5134	2026-08-14T22:16:51Z	a884ff11045626826fe182fe54b51f78f91749346e8cb2b940d4d53049a3c13c	project-source-or-doc
week02/v01/pain_preflight.sh	1644	2026-08-14T00:25:30Z	88587181a6d13fd38764e68ac0e1357812d416b5f5e1e23db230800bea285338	project-source-or-doc
week02/v01/program_DE5a_wr_full_v17.sh	509	2026-08-14T01:01:31Z	01a321067d2e77118181670a749a21644553a0397f0cbe2f33b533b197dd4478	project-source-or-doc
week02/v01/qsys_gen_e3p1_v17.sh	1432	2026-08-14T00:49:11Z	7661781ede34abacbc3afc0f11354769f69554cdaab8ec147053f37504901532	project-source-or-doc
week02/v01/qsys_gen_v17.sh	755	2026-08-14T00:43:52Z	35bbde5fc021ac3dfef705b6cb47d39f96ed257bb4b2f39870ba3c0d24b6fe49	project-source-or-doc
week02/v01/read_wr_sync_probe.tcl	1477	2026-08-14T11:17:15Z	72f35bf13f9f49ebaf67a9ee3405ac3de8b194aff202ca69ce253f285144bf4d	project-source-or-doc
week02/v01/si5340_controller/si5340a_freq_prameter_selector.v	2307	2026-08-14T10:30:22Z	e8b7330b6ad7c14f2a9b0d6833f2505533f629620b50fe4f0a1e1cc56ea217a1	project-source-or-doc
week02/v01/staging_dco_fix/si5340a_controller_dco.v	7596	2026-08-14T18:07:19Z	ec4c639299beaa2eac765f8a1f7476adb7a3937247256927ec1ef9082e8890b1	project-source-or-doc
week02/v01/staging_fwfix_normal/DE5a_wr_master_dco_simplewa.vhd	18623	2026-08-14T19:01:35Z	bc3cc46b9df930b1db846414450ad9061e41f82e108fd5b993e1f2fe26fefd4c	project-source-or-doc
week02/v01/staging_fwfix_normal/DE5a_wr_slave_dco_simplewa.vhd	18618	2026-08-14T19:01:35Z	b30408a7521f79fb1cf0dde32711a575080eb270b1e5252b3254c437235dfcb9	project-source-or-doc
week02/v01/staging_loadprobe/DE5a_wr_master_dco_simplewa.vhd	18634	2026-08-14T18:51:37Z	bb4b4af3f9b8775c0e7884d7d66617a3598ad5064dfde22025e8f4be2f5e0ec4	project-source-or-doc
week02/v01/staging_loadprobe/DE5a_wr_slave_dco_simplewa.vhd	18629	2026-08-14T18:51:37Z	d7bc343f74b3f42bde76668e0d5bd222254b25f92df630b24b25965da1750fea	project-source-or-doc
week02/v01/staging_nosfp_fix/DE5a_wr_master_dco_simplewa.vhd	18511	2026-08-14T18:27:43Z	cbbba109c999a598b07f6656e9894d16a2eb224475bc94a562da852bc9eed52f	project-source-or-doc
week02/v01/staging_nosfp_fix/DE5a_wr_slave_dco_simplewa.vhd	18506	2026-08-14T18:27:43Z	df82e118b342a206b5b8332a2dba7beda628bfadd0ea234ee9a9234dd57709b9	project-source-or-doc
week02/v01/staging_runtimeprobe/DE5a_wr_master_dco_simplewa.vhd	19542	2026-08-14T19:19:35Z	57170fb5d3537fce936fa9c987923988bfb3856e200805e80ff859067965b82f	project-source-or-doc
week02/v01/staging_runtimeprobe/DE5a_wr_slave_dco_simplewa.vhd	19537	2026-08-14T19:19:35Z	7d6be44504ca0e2eda8143086f4cff8e1892eb30903656effe52922b5fd47f0d	project-source-or-doc
week02/v01/vendor/wr-cores-arria10/platform/altera/wr_arria10_phy.vhd	42251	2026-08-14T12:22:11Z	dbc65b60ac0e7424e2b35a55a8e9c12cc006ea8c365252b039f64daabed16207	vendor-or-firmware-source
week02/v01/wr_update_submodules.sh	688	2026-08-14T00:45:20Z	59e53ffb908eb9962110cb6e35a4a9fbd4a5842cdb81de70432b1ceebcaa13c6	project-source-or-doc
week02/v01/wrpc-sw/dev/pps_gen.c	3942	2026-08-14T06:19:35Z	2cef25fe2bdfd1b54a53ec7a0b435a384c50e3ac0d94a825d1c626a454fa6d18	vendor-or-firmware-source
week02/v01/wrpc-sw/include/std/sys/types.h	207	2026-08-14T06:13:51Z	9e2c2d380d223b1eb874712d92720d4cdbaaa92d28d5790295c0f7414fc17a18	vendor-or-firmware-source
week02/v01/wrpc-sw/Makefile	10194	2026-08-14T06:20:39Z	e4370eea93c1d939bdb47ada9ec1df4ca284874cb97f9d707be0a61706804e44	vendor-or-firmware-source
week02/v01/wrpc-sw/ppsi/arch-wrpc/arch.mk	660	2026-08-14T06:22:03Z	1aeb9dacf9543cbc47a4b595628345c985ef4c69f71fe3413f17ed02d7c9090f	vendor-or-firmware-source
week02/v01/wrpc-sw/ppsi/lib/libc-functions.c	1925	2026-08-14T06:22:36Z	93a0ebb29e9432704f884094a14053952433436ac7a04803f947d111b5a70fa3	vendor-or-firmware-source
