BOARD,SAMPLE,PROBE,COUNTER_GROUP,HOST_START_MS,HOST_END_MS,DURATION_MS,RAW_PACKED,MAIN_RAW,HELPER_RAW,MAIN_VALUE,HELPER_VALUE,VALID,COUNTER_WIDTH_BITS,SOURCE_SEMANTICS,READ_ATOMICITY,DELTA_POLICY
DE5 [1-11.2],43,54,START,1789536552371,1789536552371,0,00002AE90000D561,0000D561,00002AE9,54625,10985,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],43,55,COMPLETED,1789536552371,1789536552371,0,00002AE90000D560,0000D560,00002AE9,54624,10985,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],43,56,FAILED,1789536552371,1789536552371,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],46,54,START,1789536555845,1789536555846,1,00002BEE0000DF09,0000DF09,00002BEE,57097,11246,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],46,55,COMPLETED,1789536555846,1789536555846,0,00002BEE0000DF09,0000DF09,00002BEE,57097,11246,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],46,56,FAILED,1789536555846,1789536555846,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],49,54,START,1789536559457,1789536559458,1,00002D620000E8A3,0000E8A3,00002D62,59555,11618,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],49,55,COMPLETED,1789536559458,1789536559458,0,00002D620000E8A2,0000E8A2,00002D62,59554,11618,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],49,56,FAILED,1789536559458,1789536559458,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],52,54,START,1789536563064,1789536563065,1,00002E4D0000F2D4,0000F2D4,00002E4D,62164,11853,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],52,55,COMPLETED,1789536563065,1789536563065,0,00002E4D0000F2D4,0000F2D4,00002E4D,62164,11853,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],52,56,FAILED,1789536563066,1789536563066,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],55,54,START,1789536566525,1789536566525,0,00002F810000FC5A,0000FC5A,00002F81,64602,12161,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],55,55,COMPLETED,1789536566525,1789536566526,1,00002F810000FC59,0000FC59,00002F81,64601,12161,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],55,56,FAILED,1789536566526,1789536566526,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],58,54,START,1789536570066,1789536570067,1,308700010644,10644,3087,67140,12423,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],58,55,COMPLETED,1789536570067,1789536570067,0,308700010643,10643,3087,67139,12423,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],58,56,FAILED,1789536570067,1789536570067,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],61,54,START,1789536573940,1789536573940,0,318300011160,11160,3183,69984,12675,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],61,55,COMPLETED,1789536573940,1789536573940,0,000031830001115F,0001115F,3183,69983,12675,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],61,56,FAILED,1789536573940,1789536573940,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],64,54,START,1789536577552,1789536577553,1,000032B000011B62,00011B62,000032B0,72546,12976,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],64,55,COMPLETED,1789536577553,1789536577553,0,000032AF00011B62,00011B62,000032AF,72546,12975,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],64,56,FAILED,1789536577553,1789536577553,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],67,54,START,1789536581420,1789536581421,1,0000340D000125FC,000125FC,0000340D,75260,13325,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],67,55,COMPLETED,1789536581421,1789536581421,0,0000340D000125FC,000125FC,0000340D,75260,13325,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],67,56,FAILED,1789536581421,1789536581421,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],70,54,START,1789536585260,1789536585260,0,0000352F000130EE,000130EE,0000352F,78062,13615,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],70,55,COMPLETED,1789536585260,1789536585261,1,0000352F000130EE,000130EE,0000352F,78062,13615,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],70,56,FAILED,1789536585261,1789536585261,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],73,54,START,1789536588808,1789536588809,1,000036E400013A15,00013A15,360000.0,80405,14052,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],73,55,COMPLETED,1789536588809,1789536588809,0,000036E400013A14,00013A14,360000.0,80404,14052,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],73,56,FAILED,1789536588809,1789536588809,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],76,54,START,1789536592351,1789536592352,1,381500014409,14409,3815,82953,14357,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],76,55,COMPLETED,1789536592352,1789536592352,0,381500014409,14409,3815,82953,14357,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],76,56,FAILED,1789536592352,1789536592352,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],79,54,START,1789536595958,1789536595958,0,0000396400014DE8,00014DE8,3964,85480,14692,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],79,55,COMPLETED,1789536595959,1789536595959,0,0000396400014DE8,00014DE8,3964,85480,14692,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],79,56,FAILED,1789536595959,1789536595959,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],82,54,START,1789536599541,1789536599541,0,00003A7F00015809,15809,00003A7F,88073,14975,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],82,55,COMPLETED,1789536599541,1789536599542,1,00003A7F00015809,15809,00003A7F,88073,14975,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],82,56,FAILED,1789536599542,1789536599542,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],85,54,START,1789536603105,1789536603105,0,00003BA1000161D3,000161D3,00003BA1,90579,15265,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],85,55,COMPLETED,1789536603105,1789536603105,0,00003BA1000161D3,000161D3,00003BA1,90579,15265,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],85,56,FAILED,1789536603106,1789536603106,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],88,54,START,1789536606665,1789536606665,0,00003C8C00016C1B,00016C1B,00003C8C,93211,15500,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],88,55,COMPLETED,1789536606665,1789536606666,1,00003C8C00016C1A,00016C1A,00003C8C,93210,15500,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],88,56,FAILED,1789536606666,1789536606666,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],91,54,START,1789536610157,1789536610157,0,00003D64000175F8,000175F8,00003D64,95736,15716,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],91,55,COMPLETED,1789536610157,1789536610158,1,00003D64000175F8,000175F8,00003D64,95736,15716,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],91,56,FAILED,1789536610158,1789536610158,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],94,54,START,1789536613632,1789536613632,0,00003E9B00017F8F,00017F8F,00003E9B,98191,16027,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],94,55,COMPLETED,1789536613632,1789536613632,0,00003E9B00017F8E,00017F8E,00003E9B,98190,16027,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],94,56,FAILED,1789536613633,1789536613633,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],97,54,START,1789536617207,1789536617207,0,00003FBC00018975,18975,00003FBC,100725,16316,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],97,55,COMPLETED,1789536617207,1789536617208,1,00003FBC00018974,18974,00003FBC,100724,16316,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],97,56,FAILED,1789536617208,1789536617208,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],100,54,START,1789536620647,1789536620648,1,408300019384,19384,4083,103300,16515,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],100,55,COMPLETED,1789536620648,1789536620648,0,408300019384,19384,4083,103300,16515,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
DE5 [1-11.2],100,56,FAILED,1789536620648,1789536620648,0,0,0,0,0,0,1,32,VERIFIED,WORD_ONLY,SAME_FIELD_TRUSTED_READS_ONLY
